run_id,label,kind,students,context_tokens,activity,shared_fraction,grade,grade_brief,ttft_p50_s,ttft_p90_s,ttft_p99_s,burst_p50_s,burst_p90_s,decode_tps_p50,requests,requests_failed,error_rate,bursts,prefix_cache_hit_rate,preemptions,kv_cache_usage_avg,kv_cache_usage_peak,queue_depth_avg,queue_depth_peak,server_prefill_tps,server_decode_tps,client_output_tps,compactions,compactions_per_100_steps,context_tokens_peak,max_students_ok,reasons,warnings,duration_s
sweep_s10_c64k,"10 studenten, 64k context",sweep,10,64000,normaal,0.5,groen,groen,0.292,0.6435,3.5162,26.9054,73.6335,79.5583,132,0,0.0,17,0.9722,0.0,0.152,0.2585,0.0,0.0,20027.2033,153.0467,147.25,3,2.2727,67020,,,,403.0
sweep_s10_c8k,"10 studenten, 8k context",sweep,10,8000,normaal,0.5,groen,groen,0.1414,0.2926,1.4188,22.578,49.2156,127.2526,160,0,0.0,19,0.8992,0.0,0.0522,0.1409,0.0,0.0,6573.82,187.6933,178.7167,18,11.0429,52675,,,,399.0
sweep_s20_c100k,"20 studenten, 100k context",sweep,20,100000,normaal,0.5,oranje,groen,0.4151,0.9464,5.7532,41.3136,95.3376,50.9826,187,0,0.0,29,0.9752,0.0,0.3883,0.5907,0.047,1.0,37514.88,248.06,228.6233,2,1.2579,92841,,p90 doorlooptijd instructie 95s,wachtrij piekte op 1 verzoeken,403.0
sweep_s20_c32k,"20 studenten, 32k context",sweep,20,32000,normaal,0.5,groen,groen,0.1919,0.5718,2.11,19.8902,55.4577,90.9085,220,0,0.0,37,0.9423,0.0,0.1101,0.2371,0.0067,1.0,17527.1833,271.2267,252.5233,17,7.6577,44838,,,wachtrij piekte op 1 verzoeken,406.0
sweep_s20_c64k,"20 studenten, 64k context",sweep,20,64000,normaal,0.5,groen,groen,0.3055,0.6945,2.8677,28.5911,70.5439,70.2616,204,0,0.0,34,0.9672,0.0,0.2243,0.386,0.0,0.0,28023.33,258.8933,251.1933,5,2.5,61923,,,,402.0
sweep_s20_c8k,"20 studenten, 8k context",sweep,20,8000,normaal,0.5,groen,groen,0.13,0.3445,0.9304,18.2386,47.7343,95.8225,262,0,0.0,42,0.8781,0.0,0.066,0.1636,0.0,0.0,9474.4767,306.5067,284.4067,35,13.41,39730,,,,408.0
sweep_s30_c100k,"30 studenten, 100k context",sweep,30,100000,normaal,0.5,rood,oranje,0.4198,6.4333,23.8294,141.849,265.9044,37.3176,219,0,0.0,45,0.9293,1.0,0.701,0.9866,0.9128,6.0,41146.5933,316.0933,259.0933,1,0.3953,80095,,p90 doorlooptijd instructie 266s; 1 preempties,KV-cache piekte op 99% -- weinig marge; wachtrij piekte op 6 verzoeken,404.0
sweep_s30_c32k,"30 studenten, 32k context",sweep,30,32000,normaal,0.5,groen,groen,0.2062,0.4966,1.6812,27.6549,79.0384,73.0294,330,0,0.0,47,0.9457,0.0,0.1879,0.3658,0.0134,1.0,26384.86,397.5933,370.2833,17,5.2795,50628,,,wachtrij piekte op 1 verzoeken,410.0
sweep_s30_c64k,"30 studenten, 64k context",sweep,30,64000,normaal,0.5,groen,groen,0.3176,0.643,2.218,28.0053,81.2745,57.8519,293,0,0.0,41,0.9744,0.0,0.3593,0.5154,0.0201,1.0,41734.8833,380.2167,353.97,4,1.5625,66538,,,wachtrij piekte op 1 verzoeken,398.0
sweep_s30_c8k,"30 studenten, 8k context",sweep,30,8000,normaal,0.5,groen,groen,0.1428,0.3878,1.2901,21.2036,66.1234,81.3104,355,0,0.0,55,0.8785,0.0,0.1123,0.2742,0.0067,1.0,12793.4067,411.26,385.1667,46,12.9944,50554,,,wachtrij piekte op 1 verzoeken,400.0
sweep_s5_c100k,"5 studenten, 100k context",sweep,5,100000,normaal,0.5,groen,groen,0.3893,0.5364,0.936,36.582,60.4604,75.779,68,0,0.0,8,0.993,0.0,0.1154,0.2641,0.0,0.0,16361.4233,76.32,70.0033,0,0.0,90164,,,,395.0
sweep_s5_c32k,"5 studenten, 32k context",sweep,5,32000,normaal,0.5,groen,groen,0.186,0.3448,2.0478,16.7596,41.7041,121.6779,87,0,0.0,11,0.9651,0.0,0.0309,0.1135,0.0,0.0,7597.9233,87.5767,83.7233,5,5.7471,38379,,,,399.0
sweep_s5_c64k,"5 studenten, 64k context",sweep,5,64000,normaal,0.5,groen,groen,0.2936,0.4459,2.0528,21.7236,49.6573,97.7425,72,0,0.0,9,0.9791,0.0,0.0641,0.1922,0.0,0.0,11794.07,74.93,68.0533,2,2.7778,64515,,,,396.0
sweep_s5_c8k,"5 studenten, 8k context",sweep,5,8000,normaal,0.5,groen,groen,0.125,0.2907,0.625,18.2753,32.6748,153.5033,94,0,0.0,10,0.9009,0.0,0.0141,0.0579,0.0,0.0,3409.6033,96.3867,89.91,9,10.0,31654,,,,395.0
